,path,D_IMRANG,FILTER01,OBS-MOD,RET-POS1,U_FLC,GAIN,EXPTIME,diff,diff_std,sum,sum_std
863,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:34:42.608232.cam1.B_collapsed_diff.fits,57.5,675-50,IPOL,33.75,B,0.105,0.0471744,-445.0,161.49449,7358.0,282.5966
17,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:36:42.930336.cam1.B_collapsed_diff.fits,57.5,725-50,IPOL,33.75,B,0.105,0.0471744,436.0,284.81125,14049.0,512.95013
728,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:46:43.396933.cam1.B_collapsed_diff.fits,57.5,750-50,IPOL,33.75,B,0.105,0.0471744,-1201.0,289.42075,14389.0,512.3304
60,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:48:34.784713.cam1.B_collapsed_diff.fits,57.5,775-50,IPOL,33.75,B,0.105,0.0471744,-1953.0,132.64062,6813.0,255.08264
535,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:34:47.000683.cam1.B_collapsed_diff.fits,57.5,Open,IPOL_MBI,33.75,B,0.105,0.0962496,[-6409.5 -7432.5 -5363.5 -1867. ],[214.30148463 458.22688472 260.02335025 112.35903022],[20322.5 29314.5 13670.5  3701.5],[717.49144138 764.10484986 377.11295269 123.35700614]
545,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:18:43.777894.cam1.A_collapsed_diff.fits,70.0,Open,IPOL,33.75,A,0.105,0.0471744,26120.0,830.91327,33949.0,1162.5326
1048,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:25:12.975263.cam1.A_collapsed_diff.fits,70.0,625-50,IPOL,33.75,A,0.105,0.0471744,766.0,63.40396,1725.0,80.4064
850,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:34:10.382460.cam1.A_collapsed_diff.fits,70.0,675-50,IPOL,33.75,A,0.105,0.0471744,1655.0,130.24287,7301.0,280.4028
48,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:37:14.202642.cam1.A_collapsed_diff.fits,70.0,725-50,IPOL,33.75,A,0.105,0.0471744,6558.0,243.24413,13927.0,501.53967
247,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:46:11.171180.cam1.A_collapsed_diff.fits,70.0,750-50,IPOL,33.75,A,0.105,0.0471744,7300.0,247.10065,14982.0,533.0173
369,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:49:07.105723.cam1.A_collapsed_diff.fits,70.0,775-50,IPOL,33.75,A,0.105,0.0471744,4657.0,177.24802,8185.5,302.887
532,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:35:25.892586.cam1.A_collapsed_diff.fits,70.0,Open,IPOL_MBI,33.75,A,0.105,0.0962496,[18328.  21281.  10531.   2645.5],[590.39771722 436.08088578 239.12487613 102.60052901],[23714.75 28542.   13297.5   3415.5 ],[773.11997253 612.19402549 299.89080171 101.27939321]
46,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:18:43.777894.cam1.B_collapsed_diff.fits,70.0,Open,IPOL,33.75,B,0.105,0.0471744,-31292.0,986.9114,35428.0,1179.2668
701,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:25:12.975263.cam1.B_collapsed_diff.fits,70.0,625-50,IPOL,33.75,B,0.105,0.0471744,-1315.0,76.62406,1786.0,359.27634
148,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:34:10.382460.cam1.B_collapsed_diff.fits,70.0,675-50,IPOL,33.75,B,0.105,0.0471744,-3854.0,189.17331,7695.0,286.5575
1053,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:37:14.202642.cam1.B_collapsed_diff.fits,70.0,725-50,IPOL,33.75,B,0.105,0.0471744,-9652.0,339.94028,14253.0,484.29337
92,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:46:11.171180.cam1.B_collapsed_diff.fits,70.0,750-50,IPOL,33.75,B,0.105,0.0471744,-11421.0,383.4216,15489.0,529.0915
1013,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:49:07.105723.cam1.B_collapsed_diff.fits,70.0,775-50,IPOL,33.75,B,0.105,0.0471744,-6917.0,251.02423,8350.0,307.07346
791,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:35:25.892586.cam1.B_collapsed_diff.fits,70.0,Open,IPOL_MBI,33.75,B,0.105,0.0962496,[-20003.  -26048.  -12204.5  -3122. ],[643.79968786 634.29196124 276.74106011 105.84536824],[22659.5 30161.5 14156.5  3803.5],[799.09881828 840.20569122 413.77062361 130.6820356 ]
439,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:19:58.239871.cam1.A_collapsed_diff.fits,82.5,Open,IPOL,33.75,A,0.105,0.0471744,28064.0,1023.0036,34100.0,1137.8868
1042,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:26:27.263645.cam1.A_collapsed_diff.fits,82.5,625-50,IPOL,33.75,A,0.105,0.0471744,554.0,118.04034,1736.0,78.63548
609,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:32:56.015342.cam1.A_collapsed_diff.fits,82.5,675-50,IPOL,33.75,A,0.105,0.0471744,3695.0,172.63322,7489.0,267.11597
25,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:38:28.951133.cam1.A_collapsed_diff.fits,82.5,725-50,IPOL,33.75,A,0.105,0.0471744,10565.0,394.5165,14053.0,484.35123
630,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:44:56.994822.cam1.A_collapsed_diff.fits,82.5,750-50,IPOL,33.75,A,0.105,0.0471744,12025.0,437.06815,15459.0,532.35126
887,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:50:21.248574.cam1.A_collapsed_diff.fits,82.5,775-50,IPOL,33.75,A,0.105,0.0471744,6957.0,273.05463,8794.0,327.22504
375,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:36:57.802198.cam1.A_collapsed_diff.fits,82.5,Open,IPOL_MBI,33.75,A,0.105,0.0962496,[20253.  23101.5 10660.   2640.5],[709.73878045 528.43901689 287.42403974  97.70053588],[24453.  28385.  13369.5  3461.5],[760.4486231  589.92465642 299.98419177 101.64634007]
814,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:19:58.239871.cam1.B_collapsed_diff.fits,82.5,Open,IPOL,33.75,B,0.105,0.0471744,-34534.0,1253.2316,35955.0,1221.1396
591,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:26:27.263645.cam1.B_collapsed_diff.fits,82.5,625-50,IPOL,33.75,B,0.105,0.0471744,-1102.0,77.57309,1790.0,81.95468
954,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:32:56.015342.cam1.B_collapsed_diff.fits,82.5,675-50,IPOL,33.75,B,0.105,0.0471744,-5823.0,269.27356,7815.0,285.26767
632,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:38:28.951133.cam1.B_collapsed_diff.fits,82.5,725-50,IPOL,33.75,B,0.105,0.0471744,-14023.0,505.17395,14698.0,507.74942
956,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:44:56.994822.cam1.B_collapsed_diff.fits,82.5,750-50,IPOL,33.75,B,0.105,0.0471744,-15465.5,555.1715,16042.0,555.0875
552,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:50:21.248574.cam1.B_collapsed_diff.fits,82.5,775-50,IPOL,33.75,B,0.105,0.0471744,-8724.0,336.79633,9047.0,340.54593
743,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:36:57.802198.cam1.B_collapsed_diff.fits,82.5,Open,IPOL_MBI,33.75,B,0.105,0.0962496,[-22286.5 -29247.  -13704.5  -3573.5],[829.08199008 977.48602899 445.55204959 132.83639307],[23189.  30247.  14192.5  3849.5],[828.15024742 878.33938994 408.36794598 132.32712715]
483,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:20:29.512184.cam1.A_collapsed_diff.fits,95.0,Open,IPOL,33.75,A,0.105,0.0471744,12042.0,754.4573,33632.0,1114.1223
165,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:26:59.570511.cam1.A_collapsed_diff.fits,95.0,625-50,IPOL,33.75,A,0.105,0.0471744,-42.0,58.685413,1763.0,77.848785
1085,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:32:23.789615.cam1.A_collapsed_diff.fits,95.0,675-50,IPOL,33.75,A,0.105,0.0471744,3004.0,172.70845,7384.0,244.17906
475,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:39:00.128564.cam1.A_collapsed_diff.fits,95.0,725-50,IPOL,33.75,A,0.105,0.0471744,6715.0,368.05783,14011.0,478.4292
751,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:44:24.769051.cam1.A_collapsed_diff.fits,95.0,750-50,IPOL,33.75,A,0.105,0.0471744,8613.0,414.32083,15147.0,523.28906
613,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:50:52.316127.cam1.A_collapsed_diff.fits,95.0,775-50,IPOL,33.75,A,0.105,0.0471744,5023.0,255.86891,8448.5,321.83994
575,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:37:35.532500.cam1.A_collapsed_diff.fits,95.0,Open,IPOL_MBI,33.75,A,0.105,0.0962496,[9920.5 7677.  4702.5 1816.5],[418.88828714 473.73739448 265.40560907 120.80804888],[22104.  28831.5 13467.5  3568.5],[760.4841416  658.35479108 327.34439517 110.83893896]
18,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:20:29.512184.cam1.B_collapsed_diff.fits,95.0,Open,IPOL,33.75,B,0.105,0.0471744,-19572.0,1006.7769,34349.0,1161.1908
278,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:26:59.570511.cam1.B_collapsed_diff.fits,95.0,625-50,IPOL,33.75,B,0.105,0.0471744,-458.0,110.68088,1777.0,79.32929
359,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:32:23.789615.cam1.B_collapsed_diff.fits,95.0,675-50,IPOL,33.75,B,0.105,0.0471744,-4360.0,261.43414,7820.0,278.86807
1101,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:39:00.128564.cam1.B_collapsed_diff.fits,95.0,725-50,IPOL,33.75,B,0.105,0.0471744,-10015.0,474.4347,14511.0,490.53232
187,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:44:24.769051.cam1.B_collapsed_diff.fits,95.0,750-50,IPOL,33.75,B,0.105,0.0471744,-10655.0,477.29822,15551.0,545.0448
421,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:50:52.316127.cam1.B_collapsed_diff.fits,95.0,775-50,IPOL,33.75,B,0.105,0.0471744,-5991.0,283.49686,8608.0,334.6683
602,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:37:35.532500.cam1.B_collapsed_diff.fits,95.0,Open,IPOL_MBI,33.75,B,0.105,0.0962496,[-11818.  -15068.   -8856.5  -3096.5],[ 626.74010506 1074.82700702  525.331286    166.55895217],[21467.5 29297.5 13673.5  3823.5],[782.49600469 765.58845219 374.84486121 134.18347943]
274,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:21:43.497909.cam1.A_collapsed_diff.fits,107.5,Open,IPOL,33.75,A,0.105,0.0471744,-12278.0,467.5532,32837.0,1050.8788
260,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:28:13.713310.cam1.A_collapsed_diff.fits,107.5,625-50,IPOL,33.75,A,0.105,0.0471744,-786.0,63.20756,1795.0,77.82452
948,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:31:09.518093.cam1.A_collapsed_diff.fits,107.5,675-50,IPOL,33.75,A,0.105,0.0471744,-896.0,186.32483,7498.0,260.48
683,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:40:14.399835.cam1.A_collapsed_diff.fits,107.5,725-50,IPOL,33.75,A,0.105,0.0471744,-3358.0,233.43784,14294.0,474.0192
99,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:43:10.307083.cam1.A_collapsed_diff.fits,107.5,750-50,IPOL,33.75,A,0.105,0.0471744,-1484.0,328.4677,14689.0,492.37903
941,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:52:07.125582.cam1.A_collapsed_diff.fits,107.5,775-50,IPOL,33.75,A,0.105,0.0471744,431.0,170.97893,7199.0,282.9544
132,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:39:07.055275.cam1.A_collapsed_diff.fits,107.5,Open,IPOL_MBI,33.75,A,0.105,0.0962496,[ -5886.5 -15426.   -3889.     764.5],[259.68703036 534.31146017 205.67450957 107.74522126],[18627. 29753. 13843.  3721.],[655.23795381 755.98509313 341.95673966  89.6884193 ]
783,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:21:43.497909.cam1.B_collapsed_diff.fits,107.5,Open,IPOL,33.75,B,0.105,0.0471744,4773.0,403.06293,32545.25,1049.9901
147,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:28:13.713310.cam1.B_collapsed_diff.fits,107.5,625-50,IPOL,33.75,B,0.105,0.0471744,305.0,84.84676,1761.0,76.26771
828,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:31:09.518093.cam1.B_collapsed_diff.fits,107.5,675-50,IPOL,33.75,B,0.105,0.0471744,-174.5,200.41039,7481.0,263.339
378,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:40:14.399835.cam1.B_collapsed_diff.fits,107.5,725-50,IPOL,33.75,B,0.105,0.0471744,479.0,271.33734,14298.0,477.9761
229,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:43:10.307083.cam1.B_collapsed_diff.fits,107.5,750-50,IPOL,33.75,B,0.105,0.0471744,380.0,221.21414,14766.0,504.8336
1102,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:52:07.125582.cam1.B_collapsed_diff.fits,107.5,775-50,IPOL,33.75,B,0.105,0.0471744,-837.0,197.03812,7220.0,289.77484
190,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:39:07.055275.cam1.B_collapsed_diff.fits,107.5,Open,IPOL_MBI,33.75,B,0.105,0.0962496,[ 4535.   7786.5  -528.  -2078.5],[300.35863678 792.37017978 433.52638918 157.66651948],[19326.5 28717.  13280.5  3759. ],[680.3469728  596.16338602 298.39873048 117.2047598 ]
1009,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:22:14.770202.cam1.A_collapsed_diff.fits,120.0,Open,IPOL,33.75,A,0.105,0.0471744,-27017.0,794.0358,32610.0,1019.8782
90,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:28:45.924479.cam1.A_collapsed_diff.fits,120.0,625-50,IPOL,33.75,A,0.105,0.0471744,-1308.0,71.05691,1812.0,85.65399
503,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:30:37.376162.cam1.A_collapsed_diff.fits,120.0,675-50,IPOL,33.75,A,0.105,0.0471744,-5156.0,184.88646,7820.0,259.4814
228,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:40:46.530725.cam1.A_collapsed_diff.fits,120.0,725-50,IPOL,33.75,A,0.105,0.0471744,-12157.0,379.916,14831.0,478.89853
556,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:42:38.081352.cam1.A_collapsed_diff.fits,120.0,750-50,IPOL,33.75,A,0.105,0.0471744,-10383.0,360.11493,14573.0,454.8503
184,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:52:37.816940.cam1.A_collapsed_diff.fits,120.0,775-50,IPOL,33.75,A,0.105,0.0471744,-3560.0,160.7575,6450.0,241.97832
899,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:39:45.176462.cam1.A_collapsed_diff.fits,120.0,Open,IPOL_MBI,33.75,A,0.105,0.0962496,[-15157. -28998.  -9262.    249.],[553.02611121 753.4303057  268.72878208 129.61089686],[16748. 30736. 14044.  3931.],[598.87296438 849.55361267 360.55421633 110.60415903]
622,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:22:14.770202.cam1.B_collapsed_diff.fits,120.0,Open,IPOL,33.75,B,0.105,0.0471744,20202.5,556.84033,31428.0,975.9322
380,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:28:45.924479.cam1.B_collapsed_diff.fits,120.0,625-50,IPOL,33.75,B,0.105,0.0471744,815.0,63.127148,1744.0,74.40031
221,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:30:37.376162.cam1.B_collapsed_diff.fits,120.0,675-50,IPOL,33.75,B,0.105,0.0471744,4076.0,181.67004,7526.0,248.65158
607,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:40:46.530725.cam1.B_collapsed_diff.fits,120.0,725-50,IPOL,33.75,B,0.105,0.0471744,9854.75,329.7322,14183.0,428.1046
19,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:42:38.081352.cam1.B_collapsed_diff.fits,120.0,750-50,IPOL,33.75,B,0.105,0.0471744,9237.0,304.28116,14103.0,471.92206
894,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:52:37.816940.cam1.B_collapsed_diff.fits,120.0,775-50,IPOL,33.75,B,0.105,0.0471744,3075.0,157.24329,6342.0,238.60945
571,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:39:45.176462.cam1.B_collapsed_diff.fits,120.0,Open,IPOL_MBI,33.75,B,0.105,0.0962496,[14293. 22177.  5534. -1151.],[515.28382844 488.52409926 263.81231762 138.26843218],[18141. 28491. 13099.  3701.],[636.74304998 571.06385994 296.22325104 125.33319208]
572,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:22:53.765738.cam1.A_collapsed_diff.fits,132.5,Open,IPOL,33.75,A,0.105,0.0471744,-22890.0,821.2131,32267.0,982.4442
914,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:29:25.854387.cam1.A_collapsed_diff.fits,132.5,625-50,IPOL,33.75,A,0.105,0.0471744,-1307.0,70.816376,1795.0,83.53744
713,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:29:57.314208.cam1.A_collapsed_diff.fits,132.5,675-50,IPOL,33.75,A,0.105,0.0471744,-7250.0,238.50554,7800.0,256.10748
823,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:41:26.574524.cam1.A_collapsed_diff.fits,132.5,725-50,IPOL,33.75,A,0.105,0.0471744,-13722.0,470.86136,14724.0,470.2456
558,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:41:58.037526.cam1.A_collapsed_diff.fits,132.5,750-50,IPOL,33.75,A,0.105,0.0471744,-12121.0,442.73947,14421.0,459.9228
965,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:53:18.451056.cam1.A_collapsed_diff.fits,132.5,775-50,IPOL,33.75,A,0.105,0.0471744,-4161.0,205.20947,6198.0,221.26552
840,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:40:35.496128.cam1.A_collapsed_diff.fits,132.5,Open,IPOL_MBI,33.75,A,0.105,0.0962496,[-12212.5 -25029.5  -8036.5    313. ],[512.80178476 706.47277393 267.94073173 101.19184387],[16877.5 29980.  13741.   3877.5],[553.08572469 767.62741388 331.13422053  98.3384256 ]
568,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:22:53.765738.cam1.B_collapsed_diff.fits,132.5,Open,IPOL,33.75,B,0.105,0.0471744,17107.0,674.7557,31299.0,940.0666
413,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:29:25.854387.cam1.B_collapsed_diff.fits,132.5,625-50,IPOL,33.75,B,0.105,0.0471744,776.0,60.67952,1726.0,72.63415
570,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:29:57.314208.cam1.B_collapsed_diff.fits,132.5,675-50,IPOL,33.75,B,0.105,0.0471744,5744.0,191.09796,7358.0,237.6285
319,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:41:26.574524.cam1.B_collapsed_diff.fits,132.5,725-50,IPOL,33.75,B,0.105,0.0471744,11382.0,403.38232,14091.0,450.662
996,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:41:58.037526.cam1.B_collapsed_diff.fits,132.5,750-50,IPOL,33.75,B,0.105,0.0471744,9684.0,409.57422,13865.0,425.3375
1026,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:53:18.451056.cam1.B_collapsed_diff.fits,132.5,775-50,IPOL,33.75,B,0.105,0.0471744,3015.0,199.94963,6043.0,212.25291
163,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:40:35.496128.cam1.B_collapsed_diff.fits,132.5,Open,IPOL_MBI,33.75,B,0.105,0.0962496,[11442.  19219.   5551.5  -794.5],[510.35908189 452.24281013 227.45991718 104.36049943],[18059.5 28425.5 13067.   3675. ],[604.26524695 556.67489247 282.69600348 103.11366103]
790,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:17:37.323771.cam1.A_collapsed_diff.fits,45.0,Open,IPOL,45.0,A,0.105,0.0471744,-21971.0,967.52405,31737.0,1111.9731
344,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:24:05.463237.cam1.A_collapsed_diff.fits,45.0,625-50,IPOL,45.0,A,0.105,0.0471744,1111.0,65.580925,1694.0,79.279274
382,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:35:17.694189.cam1.A_collapsed_diff.fits,45.0,675-50,IPOL,45.0,A,0.105,0.0471744,-269.0,157.27818,7334.5,276.76218
969,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:36:07.940145.cam1.A_collapsed_diff.fits,45.0,725-50,IPOL,45.0,A,0.105,0.0471744,-9369.0,409.93887,14382.0,519.1303
1112,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:47:19.532205.cam1.A_collapsed_diff.fits,45.0,750-50,IPOL,45.0,A,0.105,0.0471744,-10463.0,416.7122,14277.0,514.2101
872,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:47:58.728948.cam1.A_collapsed_diff.fits,45.0,775-50,IPOL,45.0,A,0.105,0.0471744,-4464.0,196.49364,6001.0,249.98567
699,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:34:02.884323.cam1.A_collapsed_diff.fits,45.0,Open,IPOL_MBI,45.0,A,0.105,0.0962496,[-1.5401e+04 -2.3479e+04 -4.7150e+03  9.5000e+00],[602.88613942 927.66241379 490.60397489 161.73842737],[16343.5 29815.  13302.5  3629. ],[606.82314624 818.16051122 339.55257774 105.75807384]
463,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:17:37.323771.cam1.B_collapsed_diff.fits,45.0,Open,IPOL,45.0,B,0.105,0.0471744,19093.0,849.3833,31047.0,1083.824
224,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:24:05.463237.cam1.B_collapsed_diff.fits,45.0,625-50,IPOL,45.0,B,0.105,0.0471744,-1260.0,67.50687,1754.0,351.85092
368,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:35:17.694189.cam1.B_collapsed_diff.fits,45.0,675-50,IPOL,45.0,B,0.105,0.0471744,-497.0,228.7136,7335.0,275.64786
1080,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:36:07.940145.cam1.B_collapsed_diff.fits,45.0,725-50,IPOL,45.0,B,0.105,0.0471744,8292.0,383.984,14061.0,510.02988
725,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:47:19.532205.cam1.B_collapsed_diff.fits,45.0,750-50,IPOL,45.0,B,0.105,0.0471744,9483.0,417.5491,13804.0,482.063
158,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:47:58.728948.cam1.B_collapsed_diff.fits,45.0,775-50,IPOL,45.0,B,0.105,0.0471744,3887.0,185.98706,5863.0,245.70392
831,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:34:02.884323.cam1.B_collapsed_diff.fits,45.0,Open,IPOL_MBI,45.0,B,0.105,0.0962496,[14793.  20439.5  3972.   -256. ],[577.63436243 536.91856681 225.83926983  84.86159367],[17724.  28484.5 13069.   3674.5],[662.43714156 634.57018599 322.74502856 106.6133619 ]
291,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:18:08.501230.cam1.A_collapsed_diff.fits,57.5,Open,IPOL,45.0,A,0.105,0.0471744,-11573.0,806.0943,32156.0,1129.57
884,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:24:37.783858.cam1.A_collapsed_diff.fits,57.5,625-50,IPOL,45.0,A,0.105,0.0471744,1168.0,67.20709,1710.0,81.002495
465,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:34:46.517706.cam1.A_collapsed_diff.fits,57.5,675-50,IPOL,45.0,A,0.105,0.0471744,-1173.0,240.7486,7403.0,288.79254
797,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:36:39.021771.cam1.A_collapsed_diff.fits,57.5,725-50,IPOL,45.0,A,0.105,0.0471744,-8558.0,464.30777,14433.0,533.3257
654,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:46:47.306449.cam1.A_collapsed_diff.fits,57.5,750-50,IPOL,45.0,A,0.105,0.0471744,-9720.0,476.48495,14274.0,512.4429
197,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:48:30.969265.cam1.A_collapsed_diff.fits,57.5,775-50,IPOL,45.0,A,0.105,0.0471744,-3665.0,220.63486,6192.0,245.61641
310,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:34:42.163315.cam1.A_collapsed_diff.fits,57.5,Open,IPOL_MBI,45.0,A,0.105,0.0962496,[ -8490.5 -13912.   -1018.5    572.5],[467.48277192 772.88159687 422.43722422 145.65614428],[17605.  29560.5 13269.   3610. ],[631.37053463 798.59375499 336.00398845  99.50393507]
141,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:18:08.501230.cam1.B_collapsed_diff.fits,57.5,Open,IPOL,45.0,B,0.105,0.0471744,8606.0,708.7073,31799.0,1114.7819
152,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:24:37.783858.cam1.B_collapsed_diff.fits,57.5,625-50,IPOL,45.0,B,0.105,0.0471744,-1386.0,73.026085,1777.0,357.82065
98,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:34:46.517706.cam1.B_collapsed_diff.fits,57.5,675-50,IPOL,45.0,B,0.105,0.0471744,-179.0,204.5469,7362.0,282.22925
